artifact_id	disposition	source_path	destination_path	reviewed_head	source_sha256	destination_sha256	retention_location
artifact-013	excluded-evidence	reviewed-source/artifact-013		2518058073348f66e04074c9b38f768924935b3a	a63c32466f9745602bbeccccf2b49c3d2fab823a53a54e2cf2f3bb222bfe8ab9		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/library/invoice-review-example.md
artifact-014	excluded-evidence	reviewed-source/artifact-014		2518058073348f66e04074c9b38f768924935b3a	29fd9bed84a4644bdf7d84ca9e45ddd44ea176cec02d40ef7e494d8fd8c3cbdb		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/library/maintenance-auto-send-message-library.md
artifact-015	excluded-evidence	reviewed-source/artifact-015		2518058073348f66e04074c9b38f768924935b3a	4b1539cb86f12dbb8ddadabfd070e311e13dc477b077e5f3bbb7f2630113612d		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/library/maintenance-coordinator-judgment-guide.md
artifact-016	excluded-evidence	reviewed-source/artifact-016		2518058073348f66e04074c9b38f768924935b3a	0242f3b60ff6e0b0f70e62048320ac877c8cca663a0be901e3ec2cfdb013c7c3		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/library/occupied-unit-maintenance-board.md
artifact-017	excluded-evidence	reviewed-source/artifact-017		2518058073348f66e04074c9b38f768924935b3a	ce7baff21298d375e81fbc31aeba26b992d932df9054a0e983c071762919fa73		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/library/occupied-unit-maintenance-workflow.md
artifact-018	excluded-evidence	reviewed-source/artifact-018		2518058073348f66e04074c9b38f768924935b3a	5876ad6ffa0ecd0c0355c90f34d39b83afb7aa722d049176c585cdb7f1bb12b5		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/questionnaire/answers-format.md
artifact-019	excluded-evidence	reviewed-source/artifact-019		2518058073348f66e04074c9b38f768924935b3a	5265c79fd9f539dfc8965b4e3ddd0ed420e7d9b57ccd5c02849981dc6c0be8db		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/questionnaire/maintenance-questionnaire.md
artifact-020	excluded-evidence	reviewed-source/artifact-020		2518058073348f66e04074c9b38f768924935b3a	868bab0eb2e9436b742ee6e66dd2e43d57339bb288feb39fe14631f49ddb8d3f		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/reports/CONTRACT2-REPORT.md
artifact-021	excluded-evidence	reviewed-source/artifact-021		2518058073348f66e04074c9b38f768924935b3a	9fff97dbc8ee8ea63fe42d94cadf35ce6ac02ad781e2af4ee84d2221ca09395c		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/reports/CONTRACT3-REPORT.md
artifact-022	excluded-evidence	reviewed-source/artifact-022		2518058073348f66e04074c9b38f768924935b3a	0540ea08aa8d47ecb1aebbb7f51db85c5a67ab252172804e9ba24e56c2403551		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/owner-walkthrough-package/tool/configure_agent.py
artifact-023	excluded-evidence	reviewed-source/artifact-023		2518058073348f66e04074c9b38f768924935b3a	4962ad11920c96b627dcdfe917feea8d326456e8c365fcda2730dfeb8d57f940		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/demo-run.sh
artifact-024	excluded-evidence	reviewed-source/artifact-024		2518058073348f66e04074c9b38f768924935b3a	79ea9e230f61a5e433a14f228ce10a107d5090de8a4b8047a2c5a99ad8f8a1fd		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/fixtures/internal-maintenance-answers.md
artifact-025	included-product	reviewed-source/artifact-025	editions/maintenance/fixtures/ridgeline-maintenance-answers.md	2518058073348f66e04074c9b38f768924935b3a	4f6bb018cb1bb65d8f19f2dcc89874e5572b78b57ff1e3521ce7dee0ab0604d6	4abff06bf1bbd08e1335dd6dd3363108fa12974d9d8353addd4c8fff182c3fd5	
artifact-026	included-product	reviewed-source/artifact-026	editions/maintenance/library-src/coordinator-scope-playbook.md	2518058073348f66e04074c9b38f768924935b3a	2ec439345cbf2083bd857f46acf39e081bdd5b6858bc15525a6a183fb6761783	c35c24ebc5d312ca66ae0c477f17dcc59139082177cf8448e2afa66221ea7ba1	
artifact-027	included-product	reviewed-source/artifact-027	editions/maintenance/library-src/invoice-review-example.md	2518058073348f66e04074c9b38f768924935b3a	a63c32466f9745602bbeccccf2b49c3d2fab823a53a54e2cf2f3bb222bfe8ab9	3433b4df84ea216e266e2579c4d8ac94c261c4da4444584388c543470ea28c7f	
artifact-028	included-product	reviewed-source/artifact-028	editions/maintenance/library-src/maintenance-auto-send-message-library.md	2518058073348f66e04074c9b38f768924935b3a	29fd9bed84a4644bdf7d84ca9e45ddd44ea176cec02d40ef7e494d8fd8c3cbdb	012935a36712a899fb0ac205d4d062aef61f86c5a0fa92c6ab94b7a93c849b34	
artifact-029	included-product	reviewed-source/artifact-029	editions/maintenance/library-src/maintenance-coordinator-judgment-guide.md	2518058073348f66e04074c9b38f768924935b3a	4b1539cb86f12dbb8ddadabfd070e311e13dc477b077e5f3bbb7f2630113612d	2591216b12bfdf8851a4d9bd2b8a09d68336dc6ae9b34ea34e9da5e6c0c7535a	
artifact-030	included-product	reviewed-source/artifact-030	editions/maintenance/library-src/occupied-unit-maintenance-board.md	2518058073348f66e04074c9b38f768924935b3a	0242f3b60ff6e0b0f70e62048320ac877c8cca663a0be901e3ec2cfdb013c7c3	1dbffed177bdf6356c0d4efaebe8ffe293d5a04fdcaa5fa278d3c17adbae3453	
artifact-031	included-product	reviewed-source/artifact-031	editions/maintenance/library-src/occupied-unit-maintenance-workflow.md	2518058073348f66e04074c9b38f768924935b3a	ce7baff21298d375e81fbc31aeba26b992d932df9054a0e983c071762919fa73	3c76a7070d0632e0135f147dcc61e9c45bbcdd521339adc72c48c32571c494cb	
artifact-032	excluded-evidence	reviewed-source/artifact-032		2518058073348f66e04074c9b38f768924935b3a	de08b2f0d3c018349bfee3ea27c70920dd0a37b37bce51579ca1a3107afbaae8		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/scrub_transcript.py
artifact-033	excluded-evidence	reviewed-source/artifact-033		2518058073348f66e04074c9b38f768924935b3a	4d679b04b586473433accd1872fa86ab6cd34f977368395dce0e287ccb7655c0		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/tests/fake_qa_runner.py
artifact-034	included-product	reviewed-source/artifact-034	editions/maintenance/tests/test_configurator.py	2518058073348f66e04074c9b38f768924935b3a	b70689aff152a2e58fbbf491a98e8969719545bae149882b6b7240d84637c673	e94d0422d089d3bc41796843400184ef4e3c61638aafd3d5c1bc052f0b7e9b33	
artifact-035	excluded-evidence	reviewed-source/artifact-035		2518058073348f66e04074c9b38f768924935b3a	caa632b56bdfccce21eb2dbc58622d4ee5fcd57ddcff33220a6666817f27418d		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/tests/test_demo.py
artifact-036	excluded-evidence	reviewed-source/artifact-036		2518058073348f66e04074c9b38f768924935b3a	cf8902ec3fe268ea1e0b7fed893d10565ea250f9d4756ad49c39173f8958742b		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-clean.qa-direct-diagnostic.txt
artifact-037	excluded-evidence	reviewed-source/artifact-037		2518058073348f66e04074c9b38f768924935b3a	a710a84baab8ea95aa5082398d803e0278c1ae71d06542f2e35c601abad7caf4		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-clean.raw.txt
artifact-038	excluded-evidence	reviewed-source/artifact-038		2518058073348f66e04074c9b38f768924935b3a	deda6596b1cc300f624c8e55cfae5c8bf2428fa12c0f9464bb7ac4df0e9aa9aa		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-pass1.raw.txt
artifact-039	excluded-evidence	reviewed-source/artifact-039		2518058073348f66e04074c9b38f768924935b3a	a4b3a67325fcc4a2db69721ed28fd929ad1e17053b614b6236b017719cd4198f		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-pass1.share-safe.txt
artifact-040	excluded-evidence	reviewed-source/artifact-040		2518058073348f66e04074c9b38f768924935b3a	349a36f0d34358a874ba9f6077330cc671fbac06b3a37548834ee55651b1b34c		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-pass2.raw.txt
artifact-041	excluded-evidence	reviewed-source/artifact-041		2518058073348f66e04074c9b38f768924935b3a	9fbdf8aa66916bb52070ac3ab370084bf7a1a01f310165acb680b2715489576e		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/scenario1/transcripts/internal-pass2.share-safe.txt
artifact-042	excluded-evidence	reviewed-source/artifact-042		3ea772ff0843e72acac52a079724c350de1e653c	4b605ece9d4e7ab62eb5ee0e3956e12451bc43c9fb27cc4ff6e18f3018a0399f		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/glue/E2-EXTENSION-REPORT.md
artifact-043	included-product	reviewed-source/artifact-043	engine/E2-SCHEMA.md	3ea772ff0843e72acac52a079724c350de1e653c	e279d62bfc6c0318fa27e4d35c4b5b62a9bc09f094ba47e1bb0445cc184d9cfc	7c49ec48c5622753b848f2bd0703c6b281c4e89528fb938203d7cc5ac89b60ec	
artifact-044	included-product	reviewed-source/artifact-044	engine/HOW-TO-RUN.md	3ea772ff0843e72acac52a079724c350de1e653c	89beb45312adb09cf17266011e4fb83d793eaa36953de721836d7a0fea2eb025	07436a19649e9ff25ae8f1d1e7c0938a4f72db614e6a08d80c26aa0fbf5ae0c7	not-applicable
artifact-045	included-product	reviewed-source/artifact-045	engine/MERGE-POLICY.md	3ea772ff0843e72acac52a079724c350de1e653c	d65f4154e23972ca6bf6e3ec2d14d6b86709d13f9858241fe966684602616000	ab88713a8ab95189e3b9e9c4fd4b0ae59b00c2f2678b31f168724c263f085f34	
artifact-046	included-product	reviewed-source/artifact-046	engine/apply_append.py	3ea772ff0843e72acac52a079724c350de1e653c	4c9afd24dfb951189ed1d089c44c5c9d9e6a238a6e9121cb7b7a362dcca498c7	b87fac3c88a58c12c2e056dce9b6be5c242f869d58351c01e7be9ac142aa1556	not-applicable
artifact-047	included-product	reviewed-source/artifact-047	engine/cross_seat.py	3ea772ff0843e72acac52a079724c350de1e653c	cfaf850fe23cd5b3b6fddbd04ea03523f22ebbd34b0eb690865b0ce8746a8aa9	c6bb2e89f86a2fd0e5b930577f06760203b451f942e626d386f964e339a14e0f
artifact-048	included-product	reviewed-source/artifact-048	engine/engine.py	3ea772ff0843e72acac52a079724c350de1e653c	48ad327468173124778c3055cf9af736a551736fde4196cda696345838560610	ef2f33afd33421190163936084c362522c92f7d7996b27acc4bc7c3e3a13ebcc	not-applicable
artifact-049	included-product	reviewed-source/artifact-049	engine/mappings/maintenance-coordinator.json	3ea772ff0843e72acac52a079724c350de1e653c	abd0069eec8394de2283260ee7d159186e0f256d4b17ea0ea447c435113b8e1a	c42b1ce7dcd4b11f82604fad0cddf77d0e5e07d8e25f58abc8a6049e4e5f852f	
artifact-050	included-product	reviewed-source/artifact-050	engine/placeholders.py	3ea772ff0843e72acac52a079724c350de1e653c	851a768859249e4a784c783b325f3024b3e67cea1b81b714765e77b2c767885b	9a0873123466c7bf884da02c2d1ecb4b10a40150786d9fbdb4d7c73fce7dbbf4
artifact-051	included-product	reviewed-source/artifact-051	engine/tests/fixtures/e2/maintenance-mapping-v1.json	3ea772ff0843e72acac52a079724c350de1e653c	0835a267c4ef4b754c079f7e32f0ef97a11683cf73e723cd4f45ffb7268031e6	c202840c0d17f7abe81abc3106d58492c4182a7647bb1399ca86243baa577ff3	
artifact-052	included-product	reviewed-source/artifact-052	engine/tests/fixtures/e2/maintenance-v2-golden.json	3ea772ff0843e72acac52a079724c350de1e653c	a469744fded7d706f41ec254f47e04ac47410b70b168854c507a61bd5db37238	750d387164af4040df2db9b8d44ba151463da81486ad4852ba5cd88d7ff7db32	
artifact-053	included-product	reviewed-source/artifact-053	engine/tests/test_contract_goldens.py	3ea772ff0843e72acac52a079724c350de1e653c	12f7643b4afa4354921af645d79d98e0627629eeb6dcc64a38fe2f580a82bde4	eb592c7530c3546cd7686735dbdd9c69c9eb85963aecbfd9d6f1c64ddc3cab5c	
artifact-054	included-product	reviewed-source/artifact-054	engine/tests/test_cross_seat.py	3ea772ff0843e72acac52a079724c350de1e653c	e4ddc020e4e0094c6a69b4c3c5de4ff9bc58b2fc074dcc0c8d64cea874de4847	ff10bb31be98e6fbf4ea3c2db11214605068d6d2cbb135cf1e022b01dbf4b334	not-applicable
artifact-055	included-product	reviewed-source/artifact-055	engine/tests/test_engine.py	3ea772ff0843e72acac52a079724c350de1e653c	aba1cc5b27a48fccba6705325b619adffe6f39760a94f7816be220f13b1f3753	8767aa6c1cabfce2d6b9f391436b1433557017022ca84ebe3ed19d67cf124545	
artifact-056	included-product	reviewed-source/artifact-056	engine/tests/test_extension_applier.py	3ea772ff0843e72acac52a079724c350de1e653c	5845bc4290a226c54430160e6a026cc6016d8415bbb33230bd5f8192f5062a48	c12b83b8b60182d560810dc69efd7c5882a1e03829c504686ae3b28d59b13268	not-applicable
artifact-057	included-product	reviewed-source/artifact-057	engine/tests/test_placeholders.py	3ea772ff0843e72acac52a079724c350de1e653c	823124de694e9663488937244b526a1b1c095b1d67e05064105bba6839aa0283	823124de694e9663488937244b526a1b1c095b1d67e05064105bba6839aa0283	
artifact-058	excluded-evidence	reviewed-source/artifact-058		97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	9df3abf52fedc745cad6033214da0e2952d82bca6ed0b43f6dd5ea72e1ea0c11		orgs/ascendops/ops/pmagents-evidence/source-3ea772ff/glue/L1-ENGINE-REPORT.md
artifact-059	included-product	reviewed-source/artifact-059	engine/intake.py	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	636af333b2c2aded9dc65119a6f5be89ad9552ed6e306c598c06980f78d5a97e	636af333b2c2aded9dc65119a6f5be89ad9552ed6e306c598c06980f78d5a97e	
artifact-060	included-product	reviewed-source/artifact-060	engine/tests/fixtures/freeze-forward-baseline.json	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	f9abec4de8afc034cd47d9c27a0a4ef9b67f2881cdd47a6a8531d33a454d9300	cdba93466a6c8061e5fc12dc29ce4b9d942a65ad812f834eea875f7befe899a9	
artifact-061	included-product	reviewed-source/artifact-061	engine/tests/fixtures/freeze-forward-baseline.sha256	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	3a7a82096d24a0cbfb5d7aad1df94217143eeb26623acaaae5d4824631db5805	a000e07f964ac267f1a24d164de04e1112e67f8d9ad7466c8e016a09e51c6848	
artifact-062	included-product	reviewed-source/artifact-062	engine/tests/fixtures/freeze-forward-rerun-evidence.sha256	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	1d0edab0ac473f8fde577fc4ab8b2a132fa898e555602a82b7173b1ee6e4f338	80743533f30942bc2e9b61ce87e783ddff9434d1ae9bd0c4345e3712cac8668b	
artifact-063	included-product	reviewed-source/artifact-063	engine/tests/test_intake.py	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	585a9b1220f47527a7adcca20bafee48c7bf5528d34f5a362969060768c8770b	b6e8f115dc75b117617e4aea1a3cb85343e1fa85a28d6c136259af8ec2264591	
artifact-064	included-product	reviewed-source/artifact-064	engine/tests/test_transaction.py	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	b0301b57e360ec6fb5a4af3ec26829a99ad8e93022f2dfb324206663cf99b7ea	b0301b57e360ec6fb5a4af3ec26829a99ad8e93022f2dfb324206663cf99b7ea	
artifact-065	included-product	reviewed-source/artifact-065	engine/transaction.py	97ec10f9c53f2a07420cf3fcf56f9b735b4e89a7	c18c2c01fb25b5bc7cb9fce1b7de50e85312ba0573c18b78278a95c47f58e162	c18c2c01fb25b5bc7cb9fce1b7de50e85312ba0573c18b78278a95c47f58e162	
artifact-066	included-product	reviewed-source/artifact-066	engine/tests/fixtures/raw-maintenance-template/.claude/settings.json	3ea772ff0843e72acac52a079724c350de1e653c	4400c08fd22f52f3075cec2ccfea7deb8ab71b2a45b20d6ad143031b85c58244	4400c08fd22f52f3075cec2ccfea7deb8ab71b2a45b20d6ad143031b85c58244	
artifact-067	included-product	reviewed-source/artifact-067	engine/tests/fixtures/raw-maintenance-template/.claude/skills/activity-channel/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	fd3d302802be1d89ecb0ce22a7230af97ac2bf2e6c21ed820fb0a2453ba9f4d9	fd3d302802be1d89ecb0ce22a7230af97ac2bf2e6c21ed820fb0a2453ba9f4d9	
artifact-068	included-product	reviewed-source/artifact-068	engine/tests/fixtures/raw-maintenance-template/.claude/skills/agent-browser/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	eb4d564a7cd9f299acb0d59007ab94d121b559e143e8723203900c54654b1afe	eb4d564a7cd9f299acb0d59007ab94d121b559e143e8723203900c54654b1afe	
artifact-069	included-product	reviewed-source/artifact-069	engine/tests/fixtures/raw-maintenance-template/.claude/skills/agent-management/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	e109ffd903b589fd665d2892f688739ce85171bfaa0a614a4b871873db677bc4	e109ffd903b589fd665d2892f688739ce85171bfaa0a614a4b871873db677bc4	
artifact-070	included-product	reviewed-source/artifact-070	engine/tests/fixtures/raw-maintenance-template/.claude/skills/approvals/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	2bbeeda1b0477516142c3619bdf2e72dfd8980b5a41ba27776e49f9cef156d66	2bbeeda1b0477516142c3619bdf2e72dfd8980b5a41ba27776e49f9cef156d66	
artifact-071	included-product	reviewed-source/artifact-071	engine/tests/fixtures/raw-maintenance-template/.claude/skills/auto-skill/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	acccc6bde2700244a9000d9df9b8cf9041ec214c6cb7130682be4733e3496a3b	acccc6bde2700244a9000d9df9b8cf9041ec214c6cb7130682be4733e3496a3b	
artifact-072	included-product	reviewed-source/artifact-072	engine/tests/fixtures/raw-maintenance-template/.claude/skills/autoresearch/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	f61dcad019d3eaaf9947aea6ffb375f2f16b4363201e8d17d6fc7f8af68fc4f3	f61dcad019d3eaaf9947aea6ffb375f2f16b4363201e8d17d6fc7f8af68fc4f3	
artifact-073	included-product	reviewed-source/artifact-073	engine/tests/fixtures/raw-maintenance-template/.claude/skills/bus-reference/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	f35a6d0e135a5ee7124b83921d3786c8d1ee3f19c3c5caf0874a554a97d753a5	f35a6d0e135a5ee7124b83921d3786c8d1ee3f19c3c5caf0874a554a97d753a5	
artifact-074	included-product	reviewed-source/artifact-074	engine/tests/fixtures/raw-maintenance-template/.claude/skills/closeout-verification/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	e1040ae20576e0a1e655a48c4776a36f58422ed160a36e9975c2d834c60185af	a26d54852dcf473bb0fb4b0522f08b35b1a1dfb3af366fad087809f9a93f8671	
artifact-075	included-product	reviewed-source/artifact-075	engine/tests/fixtures/raw-maintenance-template/.claude/skills/comms/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	661a6f4e08542cafaeddbbbc430db95d461b97776a4ccf50aa8cb92569c969f4	8ca9c5bdf46ac3928ff174fec2f753e277d187b6b59b68b04166921be83d2313	
artifact-076	included-product	reviewed-source/artifact-076	engine/tests/fixtures/raw-maintenance-template/.claude/skills/cron-management/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	208c8c4054d9ce182d1f7c174c9e964a3986f87c5c8e7f6af3c6dc13ba1fe7f6	208c8c4054d9ce182d1f7c174c9e964a3986f87c5c8e7f6af3c6dc13ba1fe7f6	
artifact-077	included-product	reviewed-source/artifact-077	engine/tests/fixtures/raw-maintenance-template/.claude/skills/delegation-matrix/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	912d33a6a32871ce66aa60b4c0a11ca9b10f691bf450cb7edf40fb38cc403dcf	912d33a6a32871ce66aa60b4c0a11ca9b10f691bf450cb7edf40fb38cc403dcf	
artifact-078	included-product	reviewed-source/artifact-078	engine/tests/fixtures/raw-maintenance-template/.claude/skills/emergency-classify/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	27670abc9f8ae86b4c7e54f0e30a15781f0f8a95f74949e80b7e18bb25a1f81a	27670abc9f8ae86b4c7e54f0e30a15781f0f8a95f74949e80b7e18bb25a1f81a	
artifact-079	included-product	reviewed-source/artifact-079	engine/tests/fixtures/raw-maintenance-template/.claude/skills/env-management/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	43ca07ef08b8eb7d2d3c47bc9abecfbd531b069fabd738e04b7194026e00b652	43ca07ef08b8eb7d2d3c47bc9abecfbd531b069fabd738e04b7194026e00b652	
artifact-080	included-product	reviewed-source/artifact-080	engine/tests/fixtures/raw-maintenance-template/.claude/skills/event-logging/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	a666e00e43806507e1b0c707a49840f551a73cd6784cd740f5f8e377dd767c5c	a666e00e43806507e1b0c707a49840f551a73cd6784cd740f5f8e377dd767c5c	
artifact-081	included-product	reviewed-source/artifact-081	engine/tests/fixtures/raw-maintenance-template/.claude/skills/framework-upstream-auto-update/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	8a4ead89d0059960c79f5a1c49e61a4978f7ca682daa4bf2a77b37735b68b9e1	bbf5febee9de0ea02ff84d0a5c2c0892dc0fa4d6039eb0e5743e070be315864a	
artifact-082	included-product	reviewed-source/artifact-082	engine/tests/fixtures/raw-maintenance-template/.claude/skills/graphify/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	741e197fb570b7e12a0bf9fd6033fde22e8590350efa0ed1b26ac87dd414c67a	741e197fb570b7e12a0bf9fd6033fde22e8590350efa0ed1b26ac87dd414c67a	
artifact-083	included-product	reviewed-source/artifact-083	engine/tests/fixtures/raw-maintenance-template/.claude/skills/guardrails-reference/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	86662d4a3d497343895205ff7fddd6e845620956848b4baa20eb5b38a8e40e52	86662d4a3d497343895205ff7fddd6e845620956848b4baa20eb5b38a8e40e52	
artifact-084	included-product	reviewed-source/artifact-084	engine/tests/fixtures/raw-maintenance-template/.claude/skills/heartbeat/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	6eedccce7bcab24a0b2033f8e6ea0da72765350ec95d3fa9b0d17e56a1f8da2f	7d5774bed8e9ecda61138e66b8f84e3d0aca4fdc6d906068bd5296e1a5ec264d	
artifact-085	included-product	reviewed-source/artifact-085	engine/tests/fixtures/raw-maintenance-template/.claude/skills/human-tasks/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	92d773db434311d8894f1121bfc7b3a88c5f568856a76cc82640f991bf3ad610	92d773db434311d8894f1121bfc7b3a88c5f568856a76cc82640f991bf3ad610	
artifact-086	included-product	reviewed-source/artifact-086	engine/tests/fixtures/raw-maintenance-template/.claude/skills/knowledge-base/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	bd4fde5a1c992d81ac11a0167b048ea4edbd9bda6bf7aad2522a2282ab0590a2	bd4fde5a1c992d81ac11a0167b048ea4edbd9bda6bf7aad2522a2282ab0590a2	
artifact-087	included-product	reviewed-source/artifact-087	engine/tests/fixtures/raw-maintenance-template/.claude/skills/m2c1-worker/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	1eb5d6101ddec7ebf13a6b4c58e9096525df433f828676d8c9729e8141d08076	1eb5d6101ddec7ebf13a6b4c58e9096525df433f828676d8c9729e8141d08076	
